train_id,st_code,trip_no,arrival,departure,dist
22908,MAO,2,2022-03-03 21:00:00,2022-03-03 21:00:00,1531
22908,HAPA,3,2022-03-03 21:40:00,2022-03-03 21:40:00,0
22908,RJT,3,2022-03-03 22:50:00,2022-03-03 22:55:00,77
22908,SUNR,3,2022-03-04 00:41:00,2022-03-04 00:43:00,193
22908,VG,3,2022-03-04 01:45:00,2022-03-04 01:47:00,258
22908,ADI,3,2022-03-04 03:05:00,2022-03-04 03:15:00,323
22908,ND,3,2022-03-04 04:01:00,2022-03-04 04:03:00,369
22908,ANND,3,2022-03-04 04:18:00,2022-03-04 04:20:00,387
22908,BRC,3,2022-03-04 04:58:00,2022-03-04 05:08:00,423
22908,BH,3,2022-03-04 06:00:00,2022-03-04 06:02:00,493
22908,ST,3,2022-03-04 06:57:00,2022-03-04 07:02:00,552
22908,VAPI,3,2022-03-04 08:17:00,2022-03-04 08:19:00,645
22908,BSR,3,2022-03-04 10:05:00,2022-03-04 10:10:00,767
22908,PNVL,3,2022-03-04 11:25:00,2022-03-04 11:30:00,834
22908,KHED,3,2022-03-04 14:02:00,2022-03-04 14:04:00,1049
22908,RN,3,2022-03-04 16:25:00,2022-03-04 16:30:00,1197
22908,KUDL,3,2022-03-04 18:38:00,2022-03-04 18:40:00,1392
22908,THVM,3,2022-03-04 19:18:00,2022-03-04 19:20:00,1467
22908,MAO,3,2022-03-04 21:00:00,2022-03-04 21:00:00,1531
22908,HAPA,4,2022-03-04 21:40:00,2022-03-04 21:40:00,0
22908,RJT,4,2022-03-04 22:50:00,2022-03-04 22:55:00,77
22908,SUNR,4,2022-03-05 00:41:00,2022-03-05 00:43:00,193
22908,VG,4,2022-03-05 01:45:00,2022-03-05 01:47:00,258
22908,ADI,4,2022-03-05 03:05:00,2022-03-05 03:15:00,323
22908,ND,4,2022-03-05 04:01:00,2022-03-05 04:03:00,369
22908,ANND,4,2022-03-05 04:18:00,2022-03-05 04:20:00,387
22908,BRC,4,2022-03-05 04:58:00,2022-03-05 05:08:00,423
22908,BH,4,2022-03-05 06:00:00,2022-03-05 06:02:00,493
22908,ST,4,2022-03-05 06:57:00,2022-03-05 07:02:00,552
22908,VAPI,4,2022-03-05 08:17:00,2022-03-05 08:19:00,645
22908,BSR,4,2022-03-05 10:05:00,2022-03-05 10:10:00,767
22908,PNVL,4,2022-03-05 11:25:00,2022-03-05 11:30:00,834
22908,KHED,4,2022-03-05 14:02:00,2022-03-05 14:04:00,1049
22908,RN,4,2022-03-05 16:25:00,2022-03-05 16:30:00,1197
22908,KUDL,4,2022-03-05 18:38:00,2022-03-05 18:40:00,1392
22908,THVM,4,2022-03-05 19:18:00,2022-03-05 19:20:00,1467
22908,MAO,4,2022-03-05 21:00:00,2022-03-05 21:00:00,1531
22908,HAPA,5,2022-03-05 21:40:00,2022-03-05 21:40:00,0
22908,RJT,5,2022-03-05 22:50:00,2022-03-05 22:55:00,77
22908,SUNR,5,2022-03-06 00:41:00,2022-03-06 00:43:00,193
22908,VG,5,2022-03-06 01:45:00,2022-03-06 01:47:00,258
22908,ADI,5,2022-03-06 03:05:00,2022-03-06 03:15:00,323
22908,ND,5,2022-03-06 04:01:00,2022-03-06 04:03:00,369
22908,ANND,5,2022-03-06 04:18:00,2022-03-06 04:20:00,387
22908,BRC,5,2022-03-06 04:58:00,2022-03-06 05:08:00,423
22908,BH,5,2022-03-06 06:00:00,2022-03-06 06:02:00,493
22908,ST,5,2022-03-06 06:57:00,2022-03-06 07:02:00,552
22908,VAPI,5,2022-03-06 08:17:00,2022-03-06 08:19:00,645
22908,BSR,5,2022-03-06 10:05:00,2022-03-06 10:10:00,767
22908,PNVL,5,2022-03-06 11:25:00,2022-03-06 11:30:00,834
22908,KHED,5,2022-03-06 14:02:00,2022-03-06 14:04:00,1049
22908,RN,5,2022-03-06 16:25:00,2022-03-06 16:30:00,1197
22908,KUDL,5,2022-03-06 18:38:00,2022-03-06 18:40:00,1392
22908,THVM,5,2022-03-06 19:18:00,2022-03-06 19:20:00,1467
22908,MAO,5,2022-03-06 21:00:00,2022-03-06 21:00:00,1531
22908,HAPA,6,2022-03-06 21:40:00,2022-03-06 21:40:00,0
22908,RJT,6,2022-03-06 22:50:00,2022-03-06 22:55:00,77
22908,SUNR,6,2022-03-07 00:41:00,2022-03-07 00:43:00,193
22908,VG,6,2022-03-07 01:45:00,2022-03-07 01:47:00,258
22908,ADI,6,2022-03-07 03:05:00,2022-03-07 03:15:00,323
22908,ND,6,2022-03-07 04:01:00,2022-03-07 04:03:00,369
22908,ANND,6,2022-03-07 04:18:00,2022-03-07 04:20:00,387
22908,BRC,6,2022-03-07 04:58:00,2022-03-07 05:08:00,423
22908,BH,6,2022-03-07 06:00:00,2022-03-07 06:02:00,493
22908,ST,6,2022-03-07 06:57:00,2022-03-07 07:02:00,552
22908,VAPI,6,2022-03-07 08:17:00,2022-03-07 08:19:00,645
22908,BSR,6,2022-03-07 10:05:00,2022-03-07 10:10:00,767
22908,PNVL,6,2022-03-07 11:25:00,2022-03-07 11:30:00,834
22908,KHED,6,2022-03-07 14:02:00,2022-03-07 14:04:00,1049
22908,RN,6,2022-03-07 16:25:00,2022-03-07 16:30:00,1197
22908,KUDL,6,2022-03-07 18:38:00,2022-03-07 18:40:00,1392
22908,THVM,6,2022-03-07 19:18:00,2022-03-07 19:20:00,1467
22908,MAO,6,2022-03-07 21:00:00,2022-03-07 21:00:00,1531
22908,HAPA,7,2022-03-07 21:40:00,2022-03-07 21:40:00,0
22908,RJT,7,2022-03-07 22:50:00,2022-03-07 22:55:00,77
22908,SUNR,7,2022-03-08 00:41:00,2022-03-08 00:43:00,193
22908,VG,7,2022-03-08 01:45:00,2022-03-08 01:47:00,258
22908,ADI,7,2022-03-08 03:05:00,2022-03-08 03:15:00,323
22908,ND,7,2022-03-08 04:01:00,2022-03-08 04:03:00,369
22908,ANND,7,2022-03-08 04:18:00,2022-03-08 04:20:00,387
22908,BRC,7,2022-03-08 04:58:00,2022-03-08 05:08:00,423
22908,BH,7,2022-03-08 06:00:00,2022-03-08 06:02:00,493
22908,ST,7,2022-03-08 06:57:00,2022-03-08 07:02:00,552
22908,VAPI,7,2022-03-08 08:17:00,2022-03-08 08:19:00,645
22908,BSR,7,2022-03-08 10:05:00,2022-03-08 10:10:00,767
22908,PNVL,7,2022-03-08 11:25:00,2022-03-08 11:30:00,834
22908,KHED,7,2022-03-08 14:02:00,2022-03-08 14:04:00,1049
22908,RN,7,2022-03-08 16:25:00,2022-03-08 16:30:00,1197
22908,KUDL,7,2022-03-08 18:38:00,2022-03-08 18:40:00,1392
22908,THVM,7,2022-03-08 19:18:00,2022-03-08 19:20:00,1467
22908,MAO,7,2022-03-08 21:00:00,2022-03-08 21:00:00,1531
53181,SDAH,1,2022-03-01 23:30:00,2022-03-01 23:30:00,0
53181,DDJ,1,2022-03-01 23:42:00,2022-03-01 23:43:00,7
53181,BP,1,2022-03-01 23:58:00,2022-03-01 23:59:00,23
53181,NH,1,2022-03-02 00:17:00,2022-03-02 00:19:00,38
53181,HLR,1,2022-03-02 00:25:00,2022-03-02 00:26:00,42
53181,KPA,1,2022-03-02 00:30:00,2022-03-02 00:31:00,46
53181,KYI,1,2022-03-02 00:36:00,2022-03-02 00:37:00,49
53181,CDH,1,2022-03-02 00:50:00,2022-03-02 00:51:00,62
53181,RHA,1,2022-03-02 01:08:00,2022-03-02 01:10:00,74
53181,KLNP,1,2022-03-02 01:18:00,2022-03-02 01:19:00,78
53181,BIJ,1,2022-03-02 01:24:00,2022-03-02 01:25:00,82
53181,THP,1,2022-03-02 01:29:00,2022-03-02 01:30:00,85
53181,BDZ,1,2022-03-02 01:36:00,2022-03-02 01:37:00,90
53181,KNJ,1,2022-03-02 02:00:00,2022-03-02 02:05:00,100
53181,BPD,1,2022-03-02 02:12:00,2022-03-02 02:13:00,107
53181,DHU,1,2022-03-02 02:19:00,2022-03-02 02:20:00,112
53181,MGM,1,2022-03-02 02:26:00,2022-03-02 02:27:00,118
53181,BTY,1,2022-03-02 02:36:00,2022-03-02 02:37:00,128
53181,SVH,1,2022-03-02 02:42:00,2022-03-02 02:43:00,132
53181,DEB,1,2022-03-02 02:51:00,2022-03-02 02:52:00,140
53181,PCX,1,2022-03-02 02:58:00,2022-03-02 02:59:00,144
53181,PLY,1,2022-03-02 03:05:00,2022-03-02 03:06:00,150
53181,REJ,1,2022-03-02 03:14:00,2022-03-02 03:15:00,159
53181,BEB,1,2022-03-02 03:24:00,2022-03-02 03:25:00,168
53181,BFT,1,2022-03-02 03:31:00,2022-03-02 03:32:00,174
53181,SGV,1,2022-03-02 03:37:00,2022-03-02 03:38:00,177
53181,BPC,1,2022-03-02 03:52:00,2022-03-02 03:53:00,186
53181,CSZ,1,2022-03-02 03:59:00,2022-03-02 04:00:00,190
53181,MBB,1,2022-03-02 04:08:00,2022-03-02 04:09:00,197
53181,JJG,1,2022-03-02 04:17:00,2022-03-02 04:18:00,204
53181,BQG,1,2022-03-02 04:28:00,2022-03-02 04:29:00,216
53181,PRTL,1,2022-03-02 04:34:00,2022-03-02 04:35:00,220
53181,KRP,1,2022-03-02 04:41:00,2022-03-02 04:42:00,226
53181,LGL,1,2022-03-02 05:00:00,2022-03-02 05:00:00,227
53181,SDAH,2,2022-03-02 23:30:00,2022-03-02 23:30:00,0
53181,DDJ,2,2022-03-02 23:42:00,2022-03-02 23:43:00,7
53181,BP,2,2022-03-02 23:58:00,2022-03-02 23:59:00,23
53181,NH,2,2022-03-03 00:17:00,2022-03-03 00:19:00,38
53181,HLR,2,2022-03-03 00:25:00,2022-03-03 00:26:00,42
53181,KPA,2,2022-03-03 00:30:00,2022-03-03 00:31:00,46
53181,KYI,2,2022-03-03 00:36:00,2022-03-03 00:37:00,49
53181,CDH,2,2022-03-03 00:50:00,2022-03-03 00:51:00,62
53181,RHA,2,2022-03-03 01:08:00,2022-03-03 01:10:00,74
53181,KLNP,2,2022-03-03 01:18:00,2022-03-03 01:19:00,78
53181,BIJ,2,2022-03-03 01:24:00,2022-03-03 01:25:00,82
53181,THP,2,2022-03-03 01:29:00,2022-03-03 01:30:00,85
53181,BDZ,2,2022-03-03 01:36:00,2022-03-03 01:37:00,90
53181,KNJ,2,2022-03-03 02:00:00,2022-03-03 02:05:00,100
53181,BPD,2,2022-03-03 02:12:00,2022-03-03 02:13:00,107
53181,DHU,2,2022-03-03 02:19:00,2022-03-03 02:20:00,112
53181,MGM,2,2022-03-03 02:26:00,2022-03-03 02:27:00,118
53181,BTY,2,2022-03-03 02:36:00,2022-03-03 02:37:00,128
53181,SVH,2,2022-03-03 02:42:00,2022-03-03 02:43:00,132
53181,DEB,2,2022-03-03 02:51:00,2022-03-03 02:52:00,140
53181,PCX,2,2022-03-03 02:58:00,2022-03-03 02:59:00,144
53181,PLY,2,2022-03-03 03:05:00,2022-03-03 03:06:00,150
53181,REJ,2,2022-03-03 03:14:00,2022-03-03 03:15:00,159
53181,BEB,2,2022-03-03 03:24:00,2022-03-03 03:25:00,168
53181,BFT,2,2022-03-03 03:31:00,2022-03-03 03:32:00,174
53181,SGV,2,2022-03-03 03:37:00,2022-03-03 03:38:00,177
53181,BPC,2,2022-03-03 03:52:00,2022-03-03 03:53:00,186
53181,CSZ,2,2022-03-03 03:59:00,2022-03-03 04:00:00,190
53181,MBB,2,2022-03-03 04:08:00,2022-03-03 04:09:00,197
53181,JJG,2,2022-03-03 04:17:00,2022-03-03 04:18:00,204
53181,BQG,2,2022-03-03 04:28:00,2022-03-03 04:29:00,216
53181,PRTL,2,2022-03-03 04:34:00,2022-03-03 04:35:00,220
53181,KRP,2,2022-03-03 04:41:00,2022-03-03 04:42:00,226
53181,LGL,2,2022-03-03 05:00:00,2022-03-03 05:00:00,227
53181,SDAH,3,2022-03-03 23:30:00,2022-03-03 23:30:00,0
53181,DDJ,3,2022-03-03 23:42:00,2022-03-03 23:43:00,7
53181,BP,3,2022-03-03 23:58:00,2022-03-03 23:59:00,23
53181,NH,3,2022-03-04 00:17:00,2022-03-04 00:19:00,38
53181,HLR,3,2022-03-04 00:25:00,2022-03-04 00:26:00,42
53181,KPA,3,2022-03-04 00:30:00,2022-03-04 00:31:00,46
53181,KYI,3,2022-03-04 00:36:00,2022-03-04 00:37:00,49
53181,CDH,3,2022-03-04 00:50:00,2022-03-04 00:51:00,62
53181,RHA,3,2022-03-04 01:08:00,2022-03-04 01:10:00,74
53181,KLNP,3,2022-03-04 01:18:00,2022-03-04 01:19:00,78
53181,BIJ,3,2022-03-04 01:24:00,2022-03-04 01:25:00,82
53181,THP,3,2022-03-04 01:29:00,2022-03-04 01:30:00,85
53181,BDZ,3,2022-03-04 01:36:00,2022-03-04 01:37:00,90
53181,KNJ,3,2022-03-04 02:00:00,2022-03-04 02:05:00,100
53181,BPD,3,2022-03-04 02:12:00,2022-03-04 02:13:00,107
53181,DHU,3,2022-03-04 02:19:00,2022-03-04 02:20:00,112
53181,MGM,3,2022-03-04 02:26:00,2022-03-04 02:27:00,118
53181,BTY,3,2022-03-04 02:36:00,2022-03-04 02:37:00,128
53181,SVH,3,2022-03-04 02:42:00,2022-03-04 02:43:00,132
53181,DEB,3,2022-03-04 02:51:00,2022-03-04 02:52:00,140
53181,PCX,3,2022-03-04 02:58:00,2022-03-04 02:59:00,144
53181,PLY,3,2022-03-04 03:05:00,2022-03-04 03:06:00,150
53181,REJ,3,2022-03-04 03:14:00,2022-03-04 03:15:00,159
53181,BEB,3,2022-03-04 03:24:00,2022-03-04 03:25:00,168
53181,BFT,3,2022-03-04 03:31:00,2022-03-04 03:32:00,174
53181,SGV,3,2022-03-04 03:37:00,2022-03-04 03:38:00,177
53181,BPC,3,2022-03-04 03:52:00,2022-03-04 03:53:00,186
53181,CSZ,3,2022-03-04 03:59:00,2022-03-04 04:00:00,190
53181,MBB,3,2022-03-04 04:08:00,2022-03-04 04:09:00,197
53181,JJG,3,2022-03-04 04:17:00,2022-03-04 04:18:00,204
53181,BQG,3,2022-03-04 04:28:00,2022-03-04 04:29:00,216
53181,PRTL,3,2022-03-04 04:34:00,2022-03-04 04:35:00,220
53181,KRP,3,2022-03-04 04:41:00,2022-03-04 04:42:00,226
53181,LGL,3,2022-03-04 05:00:00,2022-03-04 05:00:00,227
53181,SDAH,4,2022-03-04 23:30:00,2022-03-04 23:30:00,0
53181,DDJ,4,2022-03-04 23:42:00,2022-03-04 23:43:00,7
53181,BP,4,2022-03-04 23:58:00,2022-03-04 23:59:00,23
53181,NH,4,2022-03-05 00:17:00,2022-03-05 00:19:00,38
53181,HLR,4,2022-03-05 00:25:00,2022-03-05 00:26:00,42
53181,KPA,4,2022-03-05 00:30:00,2022-03-05 00:31:00,46
53181,KYI,4,2022-03-05 00:36:00,2022-03-05 00:37:00,49
53181,CDH,4,2022-03-05 00:50:00,2022-03-05 00:51:00,62
53181,RHA,4,2022-03-05 01:08:00,2022-03-05 01:10:00,74
53181,KLNP,4,2022-03-05 01:18:00,2022-03-05 01:19:00,78
53181,BIJ,4,2022-03-05 01:24:00,2022-03-05 01:25:00,82
53181,THP,4,2022-03-05 01:29:00,2022-03-05 01:30:00,85
53181,BDZ,4,2022-03-05 01:36:00,2022-03-05 01:37:00,90
53181,KNJ,4,2022-03-05 02:00:00,2022-03-05 02:05:00,100
53181,BPD,4,2022-03-05 02:12:00,2022-03-05 02:13:00,107
53181,DHU,4,2022-03-05 02:19:00,2022-03-05 02:20:00,112
53181,MGM,4,2022-03-05 02:26:00,2022-03-05 02:27:00,118
53181,BTY,4,2022-03-05 02:36:00,2022-03-05 02:37:00,128
53181,SVH,4,2022-03-05 02:42:00,2022-03-05 02:43:00,132
53181,DEB,4,2022-03-05 02:51:00,2022-03-05 02:52:00,140
53181,PCX,4,2022-03-05 02:58:00,2022-03-05 02:59:00,144
53181,PLY,4,2022-03-05 03:05:00,2022-03-05 03:06:00,150
53181,REJ,4,2022-03-05 03:14:00,2022-03-05 03:15:00,159
53181,BEB,4,2022-03-05 03:24:00,2022-03-05 03:25:00,168
53181,BFT,4,2022-03-05 03:31:00,2022-03-05 03:32:00,174
53181,SGV,4,2022-03-05 03:37:00,2022-03-05 03:38:00,177
53181,BPC,4,2022-03-05 03:52:00,2022-03-05 03:53:00,186
53181,CSZ,4,2022-03-05 03:59:00,2022-03-05 04:00:00,190
53181,MBB,4,2022-03-05 04:08:00,2022-03-05 04:09:00,197
53181,JJG,4,2022-03-05 04:17:00,2022-03-05 04:18:00,204
53181,BQG,4,2022-03-05 04:28:00,2022-03-05 04:29:00,216
53181,PRTL,4,2022-03-05 04:34:00,2022-03-05 04:35:00,220
53181,KRP,4,2022-03-05 04:41:00,2022-03-05 04:42:00,226
53181,LGL,4,2022-03-05 05:00:00,2022-03-05 05:00:00,227
53181,SDAH,5,2022-03-05 23:30:00,2022-03-05 23:30:00,0
53181,DDJ,5,2022-03-05 23:42:00,2022-03-05 23:43:00,7
53181,BP,5,2022-03-05 23:58:00,2022-03-05 23:59:00,23
53181,NH,5,2022-03-06 00:17:00,2022-03-06 00:19:00,38
53181,HLR,5,2022-03-06 00:25:00,2022-03-06 00:26:00,42
53181,KPA,5,2022-03-06 00:30:00,2022-03-06 00:31:00,46
53181,KYI,5,2022-03-06 00:36:00,2022-03-06 00:37:00,49
53181,CDH,5,2022-03-06 00:50:00,2022-03-06 00:51:00,62
53181,RHA,5,2022-03-06 01:08:00,2022-03-06 01:10:00,74
53181,KLNP,5,2022-03-06 01:18:00,2022-03-06 01:19:00,78
53181,BIJ,5,2022-03-06 01:24:00,2022-03-06 01:25:00,82
53181,THP,5,2022-03-06 01:29:00,2022-03-06 01:30:00,85
53181,BDZ,5,2022-03-06 01:36:00,2022-03-06 01:37:00,90
53181,KNJ,5,2022-03-06 02:00:00,2022-03-06 02:05:00,100
53181,BPD,5,2022-03-06 02:12:00,2022-03-06 02:13:00,107
53181,DHU,5,2022-03-06 02:19:00,2022-03-06 02:20:00,112
53181,MGM,5,2022-03-06 02:26:00,2022-03-06 02:27:00,118
53181,BTY,5,2022-03-06 02:36:00,2022-03-06 02:37:00,128
53181,SVH,5,2022-03-06 02:42:00,2022-03-06 02:43:00,132
53181,DEB,5,2022-03-06 02:51:00,2022-03-06 02:52:00,140
53181,PCX,5,2022-03-06 02:58:00,2022-03-06 02:59:00,144
53181,PLY,5,2022-03-06 03:05:00,2022-03-06 03:06:00,150
53181,REJ,5,2022-03-06 03:14:00,2022-03-06 03:15:00,159
53181,BEB,5,2022-03-06 03:24:00,2022-03-06 03:25:00,168
53181,BFT,5,2022-03-06 03:31:00,2022-03-06 03:32:00,174
53181,SGV,5,2022-03-06 03:37:00,2022-03-06 03:38:00,177
53181,BPC,5,2022-03-06 03:52:00,2022-03-06 03:53:00,186
53181,CSZ,5,2022-03-06 03:59:00,2022-03-06 04:00:00,190
53181,MBB,5,2022-03-06 04:08:00,2022-03-06 04:09:00,197
53181,JJG,5,2022-03-06 04:17:00,2022-03-06 04:18:00,204
53181,BQG,5,2022-03-06 04:28:00,2022-03-06 04:29:00,216
53181,PRTL,5,2022-03-06 04:34:00,2022-03-06 04:35:00,220
53181,KRP,5,2022-03-06 04:41:00,2022-03-06 04:42:00,226
53181,LGL,5,2022-03-06 05:00:00,2022-03-06 05:00:00,227
53181,SDAH,6,2022-03-06 23:30:00,2022-03-06 23:30:00,0
53181,DDJ,6,2022-03-06 23:42:00,2022-03-06 23:43:00,7
53181,BP,6,2022-03-06 23:58:00,2022-03-06 23:59:00,23
53181,NH,6,2022-03-07 00:17:00,2022-03-07 00:19:00,38
53181,HLR,6,2022-03-07 00:25:00,2022-03-07 00:26:00,42
53181,KPA,6,2022-03-07 00:30:00,2022-03-07 00:31:00,46
53181,KYI,6,2022-03-07 00:36:00,2022-03-07 00:37:00,49
53181,CDH,6,2022-03-07 00:50:00,2022-03-07 00:51:00,62
53181,RHA,6,2022-03-07 01:08:00,2022-03-07 01:10:00,74
53181,KLNP,6,2022-03-07 01:18:00,2022-03-07 01:19:00,78
53181,BIJ,6,2022-03-07 01:24:00,2022-03-07 01:25:00,82
53181,THP,6,2022-03-07 01:29:00,2022-03-07 01:30:00,85
53181,BDZ,6,2022-03-07 01:36:00,2022-03-07 01:37:00,90
53181,KNJ,6,2022-03-07 02:00:00,2022-03-07 02:05:00,100
53181,BPD,6,2022-03-07 02:12:00,2022-03-07 02:13:00,107
53181,DHU,6,2022-03-07 02:19:00,2022-03-07 02:20:00,112
53181,MGM,6,2022-03-07 02:26:00,2022-03-07 02:27:00,118
53181,BTY,6,2022-03-07 02:36:00,2022-03-07 02:37:00,128
53181,SVH,6,2022-03-07 02:42:00,2022-03-07 02:43:00,132
53181,DEB,6,2022-03-07 02:51:00,2022-03-07 02:52:00,140
53181,PCX,6,2022-03-07 02:58:00,2022-03-07 02:59:00,144
53181,PLY,6,2022-03-07 03:05:00,2022-03-07 03:06:00,150
53181,REJ,6,2022-03-07 03:14:00,2022-03-07 03:15:00,159
53181,BEB,6,2022-03-07 03:24:00,2022-03-07 03:25:00,168
53181,BFT,6,2022-03-07 03:31:00,2022-03-07 03:32:00,174
53181,SGV,6,2022-03-07 03:37:00,2022-03-07 03:38:00,177
53181,BPC,6,2022-03-07 03:52:00,2022-03-07 03:53:00,186
53181,CSZ,6,2022-03-07 03:59:00,2022-03-07 04:00:00,190
53181,MBB,6,2022-03-07 04:08:00,2022-03-07 04:09:00,197
53181,JJG,6,2022-03-07 04:17:00,2022-03-07 04:18:00,204
53181,BQG,6,2022-03-07 04:28:00,2022-03-07 04:29:00,216
53181,PRTL,6,2022-03-07 04:34:00,2022-03-07 04:35:00,220
53181,KRP,6,2022-03-07 04:41:00,2022-03-07 04:42:00,226
53181,LGL,6,2022-03-07 05:00:00,2022-03-07 05:00:00,227
53181,SDAH,7,2022-03-07 23:30:00,2022-03-07 23:30:00,0
53181,DDJ,7,2022-03-07 23:42:00,2022-03-07 23:43:00,7
53181,BP,7,2022-03-07 23:58:00,2022-03-07 23:59:00,23
53181,NH,7,2022-03-08 00:17:00,2022-03-08 00:19:00,38
53181,HLR,7,2022-03-08 00:25:00,2022-03-08 00:26:00,42
53181,KPA,7,2022-03-08 00:30:00,2022-03-08 00:31:00,46
53181,KYI,7,2022-03-08 00:36:00,2022-03-08 00:37:00,49
53181,CDH,7,2022-03-08 00:50:00,2022-03-08 00:51:00,62
53181,RHA,7,2022-03-08 01:08:00,2022-03-08 01:10:00,74
